userName,score,at,content
Achiel Ganggur,3,9/28/2022 9:07,Good
Af Rida,5,9/28/2022 9:05,puas sekali
Ardiansyah,5,9/28/2022 9:00,Sangat Bagus
Ks Hendra,5,9/28/2022 8:55,good....
Renhard Silalahi,5,9/28/2022 6:59,cepat
Surya Hendra,3,9/28/2022 6:47,Gmn crax menggunakan paylater.. Kq sya psan pulsa dan mkanan tdk bsa pkai paylaternya
FAISAL NASUTION Nasution,1,9/28/2022 6:26,Aplikasi paling norak.... Paling takut untuk penga ccan Proses berbelit belit... Pake nulis di kertas segala Pokonya jauh dari apl yang lain
Dino,5,9/28/2022 6:22,oke dah
Ajhie Af,5,9/28/2022 5:54,good
Joseph Slamet,5,9/28/2022 5:54,great application..... Approve security
Johan Rachmadi (Tengkler),5,9/28/2022 5:27,ok
Keysha Elvana,5,9/28/2022 5:11,mudah dan cukup membantu
Nisa Sasriani,5,9/28/2022 4:08,oke
Rio pandulikapurba,5,9/28/2022 4:01,sangat membantu
Ridwan Maloho,5,9/28/2022 3:13,Aplikasi ini sangat membantu
harris Bumas,5,9/28/2022 2:28,"mudah dan cepat,,, lebih murah lagi lebih mantaaap"
arny. PEREMPUAN ahmad. RIYANG,5,9/28/2022 0:57,sangat membatu perjalanan sy
Arif kurniawan Arif kurniawan,4,9/28/2022 0:25,sangat membantu
Iqbal Playstation,1,9/27/2022 22:47,Maaf sudah tidak pakai lagi.....aplikasi busuk ni....
NUGRAH DWILESTIAN,5,9/27/2022 18:37,bagus sekali
MT Jhaya,5,9/27/2022 18:05,"Terbantu dengan paylater nya. Dan ingat ya, kalau dipakai wajib dibayar tepat waktu biar limit nya naik terus."
doni khisara,5,9/27/2022 17:20,Bagus
I'm Baharudin,5,9/27/2022 15:49,Good
Vivo Y20sg,5,9/27/2022 15:47,Mantap
Bro Reza,5,9/27/2022 14:32,membantu cari kamar hotel
Inda 787898,5,9/27/2022 13:34,goodd sangat membantu
E Suhendar,5,9/27/2022 13:21,ok
Dimas Sthevano,2,9/27/2022 12:44,Dftar paylater gmn itu gk bsa2 uda masukin alamat jelas lebih dari 20 karakter ttep gk bisa jg note krakter hrus 20-90 karakter.. Kalau blm bsa kasih limit hpus aja paylater Berulang ulang kali ttep gk bsa gmn pihak traveloka
hartanto budi,5,9/27/2022 12:24,Bagusss
Nurul,5,9/27/2022 12:01,mantap
Ahmad Baihaqi,5,9/27/2022 11:52,very good 😊
Arpan daya,5,9/27/2022 11:47,ok lah...
Apni Abolla,5,9/27/2022 11:16,Sangat2 membantu
Puspa MCI shop,5,9/27/2022 11:12,"Aplikasi andalan untuk travelling, mulai tiket perjalanan sampai hotel pasti beli melalui Traveloka 🥰"
Rijon Marbun,5,9/27/2022 10:35,jangan lagi di bebankan biaya nelpon utk konfirmasi... harus nya langsung aja ada pemberitahuan lewat email konfirmasi tiket kita tanpa di hubungi konsumen..
Al Abrar,5,9/27/2022 10:30,"memudahkan,"
johan adam,2,9/27/2022 10:01,"Cukup 2 bintang, cancel beli tiket nya"
NUR wahyudi,5,9/27/2022 9:51,mantap
Cepoy Kecil,5,9/27/2022 9:39,good
Adi Sasmito,5,9/27/2022 8:41,oke
fauziah dwiyanti,4,9/27/2022 8:36,Tambahin dong metode pembayarannya memakai gojek
Tigor Tigor,5,9/27/2022 8:28,keren
emy rachmawati,5,9/27/2022 8:02,respon cepat
Kunjung Kuncoro,5,9/27/2022 7:14,tks traveloka pesan hotel jadi mudah
Natalia Herlina,5,9/27/2022 7:00,good
Ahin Tan,4,9/27/2022 6:38,cepat ya
ary munte,5,9/27/2022 6:19,puas
Asep Saepul,5,9/27/2022 6:09,puas pesan tiket disini
Andra Jidown,5,9/27/2022 5:30,josh bagus
RIZKI. R,1,9/27/2022 4:20,KALAU IKLAN JANGAN DI YOU TOBE MENDING DI TV AJA GANGGU GW AJA LAGI NONTON WINDAH BASUDARA 😠😡🤬
RIKA SUSANTI,5,9/27/2022 4:05,Mantep
Arga Gordyn,5,9/27/2022 3:26,"terimakasih Traveloka,"
teguh nugraha,5,9/27/2022 3:03,eazy to used
yaslam alam,5,9/27/2022 2:39,jos
muhammad yusuf,5,9/27/2022 1:39,sangat puas dengan aplikasi ini
Nur Khamdi,3,9/26/2022 23:53,bagus
Edo Septyano Prabowo,5,9/26/2022 21:22,Good
MC ADVANCE INFO,1,9/26/2022 20:33,Sangat buruk
Penina Tan,2,9/26/2022 20:14,Jarang info iklan kordinasi atau online
dwiwillaras fitria,1,9/26/2022 16:14,Token nya ga keluar !!!! TOP ELEVEN
Riska Umar,5,9/26/2022 15:40,sangat membantu
loren tanjung,5,9/26/2022 14:18,sangat bagus
saadah rokhania,2,9/26/2022 14:15,Bintang dua dulu karena baru mau nyoba
Eko Susanto,1,9/26/2022 14:07,Penukaran poin terbatas dan pelit.
Adam Rakhman,5,9/26/2022 12:47,sangat praktis
Paijo Pijo,5,9/26/2022 12:20,Lambat
Dewi Ayu,1,9/26/2022 12:15,Tolong perbaiki sistem nya ya .. buat login susah bgt .. sistem nya gangguan terus
Budi prabowo Maiden mania,5,9/26/2022 12:08,akurat harga paling bersahabat
YOYARIB TLONAEN,5,9/26/2022 11:31,cukup membantu..
el hawasyi,5,9/26/2022 11:27,trimakasih
ivan gorden palangkaraya,5,9/26/2022 11:07,bagus banget..
Syehan Syahab,5,9/26/2022 10:55,ok
Fauzi Ashary Harahap,5,9/26/2022 10:22,mantaaap
Zulfakar Zulfakar,5,9/26/2022 9:42,maki n lancar
Urbanus Wahyudi Susianto,5,9/26/2022 9:42,pembelian mudah
Tovan Andespah,5,9/26/2022 9:37,sangat bagus
Astrid Liani Ika Purnama Asih,1,9/26/2022 8:28,"Diperbaiki lagi dong sistemnya, jangan minta login ulang terus. Jadi susah cek pesanan dan cek tiket penerbangan dan lain2 ni"
Muhammad Abdu,5,9/26/2022 8:23,sangat istimewa
dyah hadaning,1,9/26/2022 7:39,Membahayakan pembayaran tanpa OTP
Anime pilihan,1,9/26/2022 7:04,"KECEWA, PINDAH APK SEBELAH AJA, PEMBAYARAN KOK DIPERSULITTTT, Yg cmn bisa pake sistem tf bank jadi susah"
D r,2,9/26/2022 7:02,harga ticketnya kaga waras dibanding pesaingnya
Fahreza dwi Febriansyah,1,9/26/2022 7:00,Alah aplikasi apa kaya gini katanya memudahkan bepergian ini malah ribet transfer udah masuk bukti udah ada tapi e tiket belum juga keluar katanya uang tidak diterima alah mbelek lah uang saya juga belum balik balik
Bagus Tritya,5,9/26/2022 6:57,mantaaap
Restu Ardini,5,9/26/2022 6:48,pas
Bayu Satria,5,9/26/2022 6:45,Helpful
Marliana Anggrahini,5,9/26/2022 6:38,helpful
Lies_ Trie,5,9/26/2022 6:19,tampikan ok dan data yg di sajikan lengkap dan akurat 👍
Irfan Rizqy,3,9/26/2022 5:50,D e eesed eeederee ini er ini drtsee e ret re Dede dr awal dari Dre t
iqbal tata,4,9/26/2022 5:43,lumayan
Fajrin Arnavat,5,9/26/2022 4:36,mantap
Ali Sanri,5,9/26/2022 4:27,Bagus sekali memudahkan
Dady Kurnia,5,9/26/2022 4:03,Terbaik
Restu Kiswanto,5,9/26/2022 3:26,good
samsul lau,5,9/26/2022 3:17,sangat membantu
Erin Juniarty,5,9/26/2022 2:59,"Rp a, ini 1"
ASMENG AMENG,5,9/26/2022 2:59,ok
Agung Purwo Siswono,5,9/26/2022 2:52,mantap
a tendi,5,9/26/2022 2:03,selalu memberikan solusi yg tepat dan terbaik
rita pabana,5,9/26/2022 1:32,mantap
Bayoe HP,5,9/26/2022 1:29,Terimakasih
jayadi dirgantara,5,9/25/2022 23:48,travelika sunggu memudahkan kita dalam segala urusan
eko yudyanto,5,9/25/2022 23:48,good apps
Joko Waluyo,1,9/25/2022 23:39,Aplikasi apaan ini??? Masa iya harga tiket di hp saya mahal hingga 3jt?? Sedang di hp istri saya murah cuma 1jt ??? Kok beda2 kenapa?..padahal jurusan yg dipilih sama????
apriadi apriadi,5,9/25/2022 22:48,CEPAT DAN TERPERCAYA
Bukhari Badar,4,9/25/2022 22:38,Bagus
Freddy Suito Pakpahan,5,9/25/2022 22:33,cepat
RicoRobIox2021,5,9/25/2022 22:20,Ok
kristianus bambang,5,9/25/2022 21:54,Mantab
Gus Zaed Pati,5,9/25/2022 18:21,bagus sekali
Mawardi 12,5,9/25/2022 17:08,memuaskan
Sarip Udin,5,9/25/2022 16:13,mantap
Indri Wardani,1,9/25/2022 15:57,"Sudah sering pakai traveloka dan menggunakan fitur help center. Tapi sekarang ga bisa di telpon cuma bisa lewat chat saja. Sdh balas nya lama, penjelasan tdk jelas dan tdk membantu."
Inez 123,4,9/25/2022 14:35,good
Fadlih Latif,5,9/25/2022 14:28,mantap
Devina Jose,1,9/25/2022 14:26,pilih2 owner untuk apartemen .harus yg fast respon dan bertanggung jawab
Yunita Sari,1,9/25/2022 14:20,Untuk aktifasi paylaternya terlalu lama dan berbelit. Klo emnk gk mask kriteria y udh gk lolos jgn di ulur2... Udh 2x pengajuan di gantung keputusanya dsruh nunggu.... Sepertinya manajemen intern traveloka lg tdk baik2 saja.coba diaudit manajemn dan di kroscek iso nya sdh berjalan apa blm.
Muhammad Riyandi,5,9/25/2022 13:35,bagus
I wayan Yusa (Apion),5,9/25/2022 12:57,Thank you
Lusia Nata Nata,5,9/25/2022 12:37,mantap
"Muhammad Reza, Pudiarifinanto",5,9/25/2022 12:34,good
Coirul Huda,1,9/25/2022 12:11,Buruk sangat sangat buruk tidak rekomendasi untuk di instal
Parman Parman,5,9/25/2022 11:42,keren
Samsul Bkl,5,9/25/2022 11:42,"Dengan traveloka semua jadi mudah ,aman dan menyenangkan traveloka memang 💯👍👍👍"
Ahmad Suyadi,4,9/25/2022 11:40,terimakasih
Triyono Triyono,5,9/25/2022 11:38,Traveloka Sangat membantu
Sun Cel,5,9/25/2022 10:38,mantap
Yulianto Prihadi,5,9/25/2022 10:27,Good Services
Nofi Triyaningsing,5,9/25/2022 9:53,bagus
Wanda Lumingkewas,5,9/25/2022 9:10,"sangat membantu ,krn uang tiketnya tdk hilang, jika kita mendadak batal. Bisa d pesan lg dgn tgl dan bln yg berilkutnya"
ars ian,5,9/25/2022 8:32,good
ARIEF MO,5,9/25/2022 8:21,Bagus
deny rachman,5,9/25/2022 7:17,bagus sekali... pesen tiket jadi mudah
Ely MR,5,9/25/2022 6:59,Bagus
Ngurah Coy,1,9/25/2022 6:54,Hai saya mau tanya. Kenapa mau booking hotel pakai paylater tidak bisa yah ? Terakhir saya pakai bulan Maret masih baik2 aja . Kira2 kenapa yah . Sudah pakai bertahun-tahun paylater .
Ardie F. Noer,5,9/25/2022 4:55,"just the one, traveloka..."
Muhammad Irwan,5,9/25/2022 3:59,kemanapun lebih mudah dengan Traveloka
Hardi,5,9/25/2022 3:54,thanks Traveloka
sahril rizal,5,9/25/2022 3:15,sangat2 membantu me managent pengeluaran saya
Fransiskus Sales Jemahu,5,9/25/2022 2:54,Amazing
ningrum Arthur,1,9/25/2022 1:30,Kenapa paylater saya dinonaktifkan padahal saya sudah bayar masa hanya karna rate saya turun....
Meiven Indra,5,9/25/2022 1:29,top banget
Gunawan Priyo,5,9/25/2022 0:40,praktis
Maududi Rasyid,1,9/24/2022 23:59,Apk bngst..ngisi alamat aja ribet minta ampun..cuih ogah lah 🤣
"Noman Rahman, ST",5,9/24/2022 21:45,Puas
Adrian Alif Firdaus,5,9/24/2022 21:32,"mudah dan banyak diskonnya, apalagi kalau paylater, sumpah gak bakal rugiii, jadi saksiii"
Mr Ikhsan,4,9/24/2022 21:20,nice
Muhammad Sarip,5,9/24/2022 20:56,👍
Windu Permana,1,9/24/2022 18:46,Mengecewakan
Angga Tarigan,5,9/24/2022 17:44,ok
Mario steven Billy antaribaba,4,9/24/2022 15:34,good
Erwin Erwin,1,9/24/2022 15:29,👎
Tegar Priy,5,9/24/2022 15:09,good
Ervina Duwila,1,9/24/2022 14:34,kerennn
Sunarta kth,5,9/24/2022 14:12,Akunku kesayanganku
Mariyanti Yanti,1,9/24/2022 13:32,Parah neh traveloka. Saldo uang ku ditarik secara sepihak sekitar 500 ribu lbh. Padahal kami sering pesan eat. 2 bulan tidak pesan krn ga gratis ongkir lagi. Kami ga pake. Sekali dibuka. Semua saldo lenyap 0 . Pencuri ulung. Usaha anda tidak akan berkah cara seperti itu. Ati ati teman teman.
janat abdul,5,9/24/2022 12:56,Terbaik
Ubaidillah,1,9/24/2022 12:41,Aplikasi aneh udah jelas foto nya malah gak aktif
Syaiful A6,4,9/24/2022 12:26,Iya yes baik9
Eddy Rosihan,5,9/24/2022 11:43,pinjaman cash
Izza Cute,4,9/24/2022 11:14,Masih mau menginstall aplikasi
Saya Rubiyana,1,9/24/2022 11:11,"Aplikasi apaan coba. Ga bisa login, ga bisa daftar, kode verifikasi ga pernah muncul padahal nomor benar, ga masuk masuk padahal sinyal bagus, jaringan bagus, kuota juga banyak, penyimpanan banyak, sangat ga rekomend banget"
Benny Benny,5,9/24/2022 11:06,baik
Raden Pandam,5,9/24/2022 11:06,ok
Nurholis Muttaqin,5,9/24/2022 10:53,mantap
Su Tanti,5,9/24/2022 10:49,MasyaAllah ternyta sngat mudah aplikasi Traveloka.. thanks Traveloka 🙏🙏
Purnomo,5,9/24/2022 10:24,Mantap....
Maman Suherman,5,9/24/2022 10:09,Ok
Dewi Anggraeni,2,9/24/2022 9:14,jarang dpt promo... hiks
Vivian Pakasi,5,9/24/2022 9:05,"App yg bagus utk pesan tiket pesawat & hotel, di tambah lg skrg bs check in online jd sangat membantu, klo ada masalah dlm pesanan cs nya cpt menanggapi, Traveloka sangat recommended👌"
Radi Kucai,1,9/24/2022 8:55,Pengajuan refund sangat lama sekali
Achmad Zamroni,5,9/24/2022 8:45,Siip
Ra Hel,5,9/24/2022 8:14,sangat membantu
Obie Clinton,1,9/24/2022 8:10,"Mau bayar paylater, malah ngehang.... Gimana sih..."
Zvied Kb,4,9/24/2022 7:48,sat set pokoe...
Hendy Chaniago,2,9/24/2022 7:02,"Yg lo olf. Ummoxnki njmn d. Jds. .nn d9 mmn no d hmmm DXD CA cm x. X,"
Diyan Charda,5,9/24/2022 5:43,praktis
dana ruber,3,9/24/2022 5:17,jarang dapet diskon
Muhammad ismail,5,9/24/2022 4:54,selalu puasssssssssss
Haryadi Abubakar,1,9/24/2022 4:45,"berengsek suka berubah jadwal penerbangan tolong dong terveloka kordinasi yang benar sama mas kapai penerbangan agar jelas jadwal penerbangan uda beli tiket sesuai jadwal tanggal mala dirubah mulu, waktu orang adalah uang"
MUHAMMAD FAZA AL ZHAFRAN CHANEL,5,9/24/2022 4:09,terbaik
Budi Setiawan,5,9/24/2022 3:46,sangat membantu
Rys Praptono,5,9/24/2022 3:18,Ok
Yusuftamrin@gmail.com Yusuftamrin@gmail.com,1,9/24/2022 2:57,"Kecewa, tiba2 limit paylater terblokir permanen dan tdk bisa dibuka kembali. PHP"
Guntur Mahfudi,5,9/24/2022 2:54,mantap
G rijadi,5,9/24/2022 2:44,very easy & very good👍👍
Yogi Prasetya,5,9/24/2022 2:42,praktis
Yudika Ardi,5,9/24/2022 2:10,very good
majdy hafizuddin,5,9/24/2022 2:02,mantapp
bedhur 88,5,9/24/2022 1:35,Sangat membantu
Reza Dwi Kusumah,5,9/24/2022 1:01,Terima Kasih
ashadi saputra,5,9/24/2022 0:36,Semakin Jaya
Yansen Motovlog,1,9/24/2022 0:28,"Gw mau bayar paylater mental ke home trs, masa ram 6 GB gk kuat buka traveloka. Mau di bayar gk sih"
Tyas Indah,4,9/23/2022 23:57,mudah n cepat
Risnain Muhammad,5,9/23/2022 22:45,Oke
Rita Anugerah,5,9/23/2022 19:48,Ma u li hat pilek pro no gimana ya
Dendy Syarif,5,9/23/2022 19:20,Perfect...keren
hilsan Awaludin,1,9/23/2022 18:59,Refund nya lamaa uang masuk ke rek nya juga dan gak tau kapan saya blom masuk masuk padahal sudah 1 minggu
Operasional Lemo,5,9/23/2022 18:00,Makasi udh ngasih kepercayaan
pa pi moko,5,9/23/2022 16:07,selalu pakai ini yang ga ribet
FYW Channel,5,9/23/2022 15:45,jooss
imron chairul,5,9/23/2022 15:42,Good
R Andre Yudha Pratama,3,9/23/2022 13:44,"Mudah-mudahan Traveloka kedepannya dapat kerjasama dengan bioskop XXI, agar saya dan pecinta bioskop lainnya dapat mengakses bioskop via apk Traveloka.."
cak yud,5,9/23/2022 13:39,ntap👍
Yoga Kurniadi,5,9/23/2022 12:16,bagus
Sius Sius,5,9/23/2022 12:15,sangat memuaskan
Miskem Miswati,1,9/23/2022 12:11,Dengan adanya perbedaan antara manusia biasa haya Alloh yang tau semua tentang kehidupan yang layak buat kita jodoh ya Alloh SWT berfirman dalam surat tersebut yg bisa menjadi keluarga besar saya bahagiya ammin makasih banyak ya Alloh 🤲🤲
Dhea MustikasAri,1,9/23/2022 11:40,"Pengguna setia traveloka, tp sangat kecewa ketika saya pakai paylater utk membeli barang di shopee, barang sdh sy batalkan tapi bunga hrs ttp bayar sampai 1jt. Gilaaaaaaa !!!!"
Taufikurahman,5,9/23/2022 11:06,sangat membantu
muhammad arianto,4,9/23/2022 11:01,Praktis
Farra Aqilah,5,9/23/2022 10:07,sangat membantu
Ikhzan Wira,5,9/23/2022 9:36,bagus
Mimi muslipah,5,9/23/2022 8:50,👌
Fajri Amanda,1,9/23/2022 8:46,"Pengalaman pertama saya membatalkan pesanan karna ditolak pihak hotel untuk mengajukan proses pengembalian dana nya sangat lama dan cenderung mengelak untuk mengembalikan dana saya dengan tiket yg sudah saya bayar, ini traveloka gimana sihhh.. sangat tidak adil apk ini bngsattt"
Audi Evelyn way,5,9/23/2022 8:43,fast respon
Rini Rini,5,9/23/2022 8:30,👍
gradine 02,5,9/23/2022 7:59,ok
mulyana adriansah,1,9/23/2022 7:55,APLIKASINYA SEKARANG JELEK. SAHA MENGAJUKAN TRAVELOKA PAYLATER SUDAH MAU 1 BULAN BELUM ADA KABAR TERKAIT KEPUTUSAN TER ACC ATAU TIDAK NYA. DENGAN BERALASAN SEDANG PEMELIHARAAN SISTEM. HARUSKAH SELAMA INI? TIDAK PUAS DENGAN PROSES INI. MENUNGGU TERLALU LAMA.
Taj udin,5,9/23/2022 7:48,Okey
kaul indah,1,9/23/2022 7:46,"kesalahan penerbangan di lakukan pihak Lion air, tapi kenapa di bebankan kepada konsumen. padahal konsumen yg d rugikan .."
Manis Pahit,5,9/23/2022 7:40,Bagus
WAHYU WIBOWO,5,9/23/2022 7:32,Terima kasih Traveloka.. semua nya jadi mudah..
syahrul Syafii,5,9/23/2022 7:23,top
Roni Alton Manalu,5,9/23/2022 7:21,Mantap
Irwansyah [B2M PROPINDO],5,9/23/2022 7:21,mantap
Niscayanti Yanti,1,9/23/2022 6:33,berkali kali beli disini selalu reschedule kalo beli tiket. payah
Ahmad Faozan Zaeni,5,9/23/2022 6:17,canggih
Ekho Susanto,5,9/23/2022 6:14,sangat puas
Babang jiung,5,9/23/2022 5:57,mantoool👍
sutikno kidjan,5,9/23/2022 5:34,good
Kelvin Leonardo,1,9/23/2022 5:17,Susah sekali CS nya.. reachedule saya tidak jelas
Herlan Nababan Nababan,5,9/23/2022 5:08,Sangat membantu
Aprizal Aprizal,5,9/23/2022 5:06,Mantab aplikasi nya
Gwen Gie,5,9/23/2022 4:35,bagus lancar pelayanannya
susilo Edi,5,9/23/2022 4:24,very good
anggi sihotang,1,9/23/2022 4:24,"BARU KALI INI KECEWAAAAA SAMA TRAVELOKA. Paylater udah gw bayar lunas... Ditulisnya limit akan dikembalikan. Ehh, gw kena prank traveloka🤣🤣 limit boro2 ehhh akun paylater malah diblokir🤣🤣 wadidaw... Kena prank Saia. 👏👏👏👏"
Cinnamonbear 16,5,9/23/2022 4:23,Nice
Fitri Choiria,5,9/23/2022 4:21,makasih diskonnya
Surya Pradana 2609,1,9/23/2022 3:58,"Pelayanan jelek banget, gausa didownload"
Susiono Pratomo,5,9/23/2022 3:20,jozzzz
Niko Demes,4,9/23/2022 3:09,Saran aja ni untuk traveloka paylatter kalok bisa sekalian aja ada spinjam kayak shopee ya sapa tau pas travelling tiba2 saldo Rp.0 bisa langsung ambil di spinjam traveloka
Dede Miftahudin,5,9/23/2022 2:51,sangat membantu
ROCKY CHANNEL,1,9/23/2022 2:44,"tolong perbaiki min list hotelnya, masak pesen hotel 1 minggu sebelumnya tidak bisa, dibilang tidak ada kamar, aku coba pesen 1bulan lagi juga tidak ada kamar, apaan tuh.. kalau sudah tidak kerjasama sama hotelnya hapus aja dari daftar"
tari lestari,1,9/23/2022 2:43,Ngurus refund dari seminggu yang lalu sampai skrng uang gak kembali. Status di aplikasi uang berhasih di transfer.. di komplain g ada tindak lanjut. Jengkel buanget
Yudan Hassan,5,9/23/2022 2:31,PRAAKtiiiss
Elias Enjang,5,9/23/2022 1:48,sangat mudah dan cepat
Nanang Wijaya,5,9/23/2022 1:46,terbaik traveloka
tyas amantha,5,9/23/2022 1:44,user friendly
Lalu Dhani,5,9/23/2022 1:41,is the best 👍👍👍
fendy runtuang,5,9/23/2022 1:24,excellent
Ansahri Zakii,5,9/23/2022 0:24,TOPBGT
I Made Agung Alfianto,5,9/22/2022 23:51,mantap
ropika sagala,1,9/22/2022 23:37,"SANGAT KECEWA DENGAN TRAVELOKA. 2 X MELAKUKAN ORDER TIKET UNTUK KAKAK, TERJADI KESALAHAN NAMA BELAKANG. LUCU BIN ANEH SAAT MAU DAFTARIN NAMA PENUMPANG SUDAH CEK BERKALI-KALI BENAR NAMANYA, TAPI SAAT BAYAR KELUAR TIKET NAMA BELAKANG BISA BERUBAH. ENTAH EMNG SISTEM YG ERROR ATAU MEMANG ADA UNSUR KESENGAJAAN AGAR REFUND SEHINGGA POTONG ADMIN. NEXT PESAN TIKET JADI RAGU2 TAKUTNYA TERJADI LAGI. DAH AH KASIH BINTANG 1 AJA BIKIN KAPOK."
Hurito to,5,9/22/2022 23:32,ok banget nih....
Afnan Albhran,1,9/22/2022 22:03,gara telat kebandara di terpa macet di tol .. uang saya hangus 6juta .. kata nya mau di balikin sampe skrang gak ada tuh balikin dasar traveloka kejam banget.😠😠
Diah Ramayanti,1,9/22/2022 19:31,"Traveloka ngasih limit paylater tinggi, dalam 3bulan terakhir masih bisa gunain paylaternya pdhl bayarnya gapernah telat selalu tepat waktu, tp kenapa dalam sebulan ini paylaternya gbsa dipakai untuk metode pembayarannya yah? Pdhl limitnya utuh belom dipake sama sekali. Cukup kecewa, pdhl ngebantu bgt traveloka ini untuk pemesanan hotel dan tiker pakai paylater"
